# Convergence History Data
# Solver: pbicgstab
# Smoother: gs
# Generated: 2025-08-23 14:02:07
Iteration,Residual
190,4.62324374979836E-02
191,4.43579557787174E-02
192,4.38454922076223E-02
193,3.76956050120190E-02
194,3.47560370675152E-02
195,4.04816691365303E-02
196,4.04318357226167E-02
197,4.06176283010082E-02
198,4.03673660579339E-02
199,1.06959441859642E-02
200,2.09915554702538E-02
201,4.62029927098809E-02
202,3.12400353543536E-02
203,3.10695561861882E-02
204,3.11101716201633E-02
205,3.02717540820669E-02
206,3.02603775672777E-02
207,2.96343917140583E-02
208,2.90443723458343E-02
209,2.94920740501677E-02
210,2.94755183849155E-02
211,2.61512271955079E-02
212,2.62019401621102E-02
213,2.88876015498755E-02
214,3.41532031471090E-02
215,3.31395936069977E-02
216,3.28106120216464E-02
217,3.24404036842312E-02
218,3.54970480910804E-02
219,1.99850705943582E-02
220,1.99798352228721E-02
221,5.40937424238171E-02
222,8.01574641328441E-02
223,3.74992516233597E-02
224,1.30841930178113E-02
225,5.67299663025156E-03
226,4.89382618886747E-04
227,9.71011581354581E-03
228,5.70174822123615E-03
229,5.95313288337251E-03
230,1.69762133062961E-01
231,3.50943816984403E-03
232,3.45907132831050E-03
233,3.50948651111350E-03
234,3.34901774134362E-03
235,3.78733121627571E-03
236,5.45535359499351E-03
237,2.11267015984122E-03
238,1.24093953898460E-03
239,1.28999626955420E-03
240,1.22773757616141E-03
241,1.02323617703028E-03
242,1.06196034461940E-03
243,8.29163464902541E-04
244,8.80540006786598E-04
245,8.68788861115891E-04
246,8.97821638211589E-04
247,4.20262811378925E-04
248,4.19080624843998E-04
249,4.31532945131474E-04
250,1.17894215702591E-04
251,6.59406256136964E-04
252,1.18723633112361E-03
253,2.57768916811148E-04
254,2.89298493366437E-04
255,2.80113793425022E-04
256,2.90995555258963E-04
257,1.93101172892526E-05
